customer_id,segment,C1,C2,C3,C4,C5,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,A1,A2,A3,A4,A5,sar_last_12m,onboarded
NG-10249,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",No cash facility,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,Consistent,No,2024-10-13
NG-10224,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,"Enabled, unused",Sole party,"Digital, assisted","Electronic, two sources",Customer referral,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-07-14
NG-10057,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-10-17
NG-10273,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, unlisted",Unlisted countries,Current account with credit,No cash facility,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-01-20
NG-10200,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,Regular payments,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"5k to 25k, consistent",30 to 60 percent,None,Employer and retail,Consistent,No,2025-11-14
NG-10005,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-05-10
NG-10397,Limited company,"UK company, natural owners","Nominee, bearer or unevidenced","MSB, TCSP or HVD",No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Business account, basic",Under 2k a month,Regular payments,Sole party,"Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Resolved on follow-up,No,2024-11-26
NG-10398,Limited company,"UK company, natural owners",Three to five UBOs,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Under 2k a month,"Enabled, unused",Sole party,Branch,Documents face to face,Direct,"5k to 25k, consistent",30 to 60 percent,None,Named businesses,Consistent,No,2024-05-03
NG-10367,Limited company,"UK company, natural owners",Three to five UBOs,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Withdrawal only,"Enabled, unused","Mandate, evidenced","Digital, own app","Electronic, one source",Customer referral,"Under 5k, consistent",No cash credits,Up to 10 percent,Many individuals,"Minor, explained",No,2024-06-13
NG-10100,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Resolved on follow-up,No,2024-10-21
NG-10255,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,No cash facility,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2024-04-25
NG-10241,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"5k to 25k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2024-10-09
NG-10280,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted",Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-03-23
NG-10366,Limited company,"UK company, natural owners",One or two UBOs,Cash-intensive trade,No match,"Adverse media, non-financial",United Kingdom,"Further tax residence, unlisted",UK only,"Business account, cash and international",Withdrawal only,Occasional payments,"Mandate, evidenced","Digital, own app",Documents face to face,Direct,"Under 5k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2025-02-12
NG-10233,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused","Mandate, evidenced","Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,None,Many individuals,Consistent,No,2025-05-22
NG-10072,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Telephone and branch,"Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2025-08-31
NG-10322,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",2k to 10k a month,Not enabled,"Mandate, evidenced",Telephone and branch,"Electronic, two sources",Customer referral,"Under 5k, consistent",30 to 60 percent,None,Named businesses,Consistent,No,2024-08-13
NG-10373,Limited company,"UK company, corporate owner",One or two UBOs,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Under 2k a month,Regular payments,Sole party,"Digital, own app",Documents face to face,Direct,"5k to 25k, consistent",10 to 30 percent,Over 40 percent,Many individuals,Consistent,No,2025-11-28
NG-10182,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-05-18
NG-10352,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Withdrawal only,Not enabled,"Mandate, evidenced","Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,"Minor, explained",No,2025-07-01
NG-10354,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, cash and international",Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Register checked,"Over 25k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-05-29
NG-10291,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,10 to 40 percent,Named businesses,Consistent,No,2025-06-21
NG-10296,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Many individuals,Consistent,No,2024-03-12
NG-10157,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-07-02
NG-10385,Limited company,"UK company, natural owners","Two layers, evidenced",Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",No cash facility,Occasional payments,Power of attorney,Branch,"Electronic, two sources",Register checked,"Over 25k, consistent",Up to 10 percent,10 to 40 percent,Named businesses,Consistent,No,2024-04-04
NG-10135,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,"Joint, related","Digital, own app",Certified copies,Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-07-16
NG-10177,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,Branch,"Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-03-28
NG-10118,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused","Joint, related",Telephone and branch,"Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-01-20
NG-10151,Personal,Individual,Natural person,Employed or pension,PEP family or associate,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,"Minor, explained",No,2025-08-28
NG-10211,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,Telephone and branch,Documents face to face,Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-05-06
NG-10162,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,Branch,"Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-04-07
NG-10185,Personal,Individual,Natural person,"MSB, TCSP or HVD",No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,Above sector expectation,No cash credits,None,Employer and retail,"Minor, explained",No,2024-05-12
NG-10288,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Named businesses,Consistent,No,2024-07-07
NG-10281,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-12-29
NG-10285,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Payments to listed country,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-05-02
NG-10037,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,Savings only,Withdrawal only,Not enabled,Sole party,Telephone and branch,"Electronic, one source",Comparison site,"Under 5k, consistent",No cash credits,None,Sector 4 counterparties,Consistent,No,2024-01-20
